        1470      80.0072
     -80     -80     -80     -80     -80     -79     -79     -79     -79     -79
     -79     -79     -79     -78     -78     -78     -78     -78     -78     -78
     -78     -76     -76     -76     -76     -76     -76     -76     -76     -76
     -76     -76     -76     -76     -76     -76     -76     -76     -76     -76
     -76     -75     -75     -75     -75     -75     -75     -75     -75     -74
     -74     -74     -74     -74     -74     -74     -74     -74     -74     -74
     -74     -74     -74     -74     -74     -74     -74     -74     -74     -74
     -74     -74     -74     -72     -72     -72     -72     -72     -72     -72
     -72     -71     -71     -71     -71     -71     -71     -71     -71     -71
     -71     -71     -71     -71     -71     -71     -71     -69     -69     -69
     -69     -69     -69     -69     -69     -69     -69     -69     -69     -69
     -69     -69     -69     -68     -68     -68     -68     -68     -68     -68
     -68     -66     -66     -66     -66     -66     -66     -66     -66     -66
     -66     -66     -66     -66     -66     -66     -66     -65     -65     -65
     -65     -65     -65     -65     -65     -64     -64     -64     -64     -64
     -64     -64     -64     -64     -64     -64     -64     -64     -64     -64
     -64     -64     -64     -64     -64     -62     -62     -62     -62     -62
     -62     -62     -62     -60     -60     -60     -60     -60     -60     -60
     -60     -59     -59     -59     -59     -59     -59     -59     -59     -59
     -59     -59     -59     -59     -59     -59     -59     -58     -58     -58
     -58     -58     -58     -58     -58     -57     -57     -57     -57     -57
     -57     -57     -57     -56     -56     -56     -56     -56     -56     -56
     -56     -56     -56     -56     -56     -56     -56     -56     -56     -54
     -54     -54     -54     -54     -54     -54     -54     -54     -54     -54
     -54     -54     -54     -54     -54     -54     -54     -54     -54     -54
     -54     -54     -54     -54     -54     -54     -54     -54     -54     -54
     -54     -53     -53     -53     -53     -53     -53     -53     -53     -52
     -52     -52     -52     -52     -52     -52     -52     -49     -49     -49
     -49     -49     -49     -49     -49     -49     -49     -49     -49     -49
     -49     -49     -49     -48     -48     -48     -48     -48     -48     -48
     -48     -48     -48     -48     -48     -48     -48     -48     -48     -48
     -48     -48     -48     -46     -46     -46     -46     -46     -46     -46
     -46     -46     -46     -46     -46     -46     -46     -46     -46     -43
     -43     -43     -43     -43     -43     -43     -43     -42     -42     -42
     -42     -42     -42     -42     -42     -40     -40     -40     -40     -40
     -40     -40     -40     -39     -39     -39     -39     -39     -39     -39
     -39     -39     -39     -39     -39     -39     -39     -39     -39     -38
     -38     -38     -38     -38     -38     -38     -38     -37     -37     -37
     -37     -37     -37     -37     -37     -37     -37     -37     -37     -37
     -37     -37     -37     -36     -36     -36     -36     -36     -36     -36
     -36     -36     -36     -36     -36     -36     -36     -36     -36     -34
     -34     -34     -34     -34     -34     -34     -34     -34     -34     -34
     -34     -34     -34     -34     -34     -31     -31     -31     -31     -31
     -31     -31     -31     -31     -31     -31     -31     -31     -31     -31
     -31     -30     -30     -30     -30     -30     -30     -30     -30     -28
     -28     -28     -28     -28     -28     -28     -28     -28     -28     -28
     -28     -28     -28     -28     -28     -27     -27     -27     -27     -27
     -27     -27     -27     -26     -26     -26     -26     -26     -26     -26
     -26     -26     -26     -26     -26     -26     -26     -26     -26     -26
     -26     -26     -26     -26     -26     -26     -26     -25     -25     -25
     -25     -24     -24     -24     -24     -24     -24     -24     -24     -24
     -24     -24     -24     -24     -24     -24     -24     -24     -24     -24
     -24     -24     -24     -24     -24     -22     -22     -22     -22     -22
     -22     -22     -22     -22     -22     -22     -22     -22     -22     -22
     -22     -21     -21     -21     -21     -21     -21     -21     -21     -21
     -21     -21     -21     -21     -21     -21     -21     -20     -20     -20
     -20     -20     -20     -20     -20     -20     -20     -20     -20     -20
     -20     -20     -20     -16     -16     -16     -16     -16     -16     -16
     -16     -16     -16     -16     -16     -16     -16     -16     -16     -15
     -15     -15     -15     -15     -15     -15     -15     -14     -14     -14
     -14     -14     -14     -14     -14     -14     -14     -14     -14     -14
     -14     -14     -14     -14     -14     -14     -14     -14     -14     -14
     -14     -14     -14     -14     -14     -14     -14     -14     -14     -12
     -12     -12     -12     -12     -12     -12     -12     -11     -11     -11
     -11     -11     -11     -11     -11     -11     -11     -11     -11     -11
     -11     -11     -11     -10     -10     -10     -10     -10     -10     -10
     -10      -8      -8      -8      -8      -8      -8      -8      -8      -7
      -7      -7      -7      -7      -7      -7      -7      -5      -5      -5
      -5      -5      -5      -5      -5      -4      -4      -4      -4      -4
      -4      -4      -4      -4      -4      -4      -4      -4      -4      -4
      -4      -2      -2      -2      -2      -2      -2      -2      -2      -1
      -1      -1      -1      -1      -1      -1      -1      -1      -1      -1
      -1       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       1
       1       1       1       1       1       1       1       1       1       1
       1       2       2       2       2       2       2       2       2       4
       4       4       4       4       4       4       4       4       4       4
       4       4       4       4       4       5       5       5       5       5
       5       5       5       7       7       7       7       7       7       7
       7       8       8       8       8       8       8       8       8      10
      10      10      10      10      10      10      10      11      11      11
      11      11      11      11      11      11      11      11      11      11
      11      11      11      12      12      12      12      12      12      12
      12      14      14      14      14      14      14      14      14      14
      14      14      14      14      14      14      14      14      14      14
      14      14      14      14      14      14      14      14      14      14
      14      14      14      15      15      15      15      15      15      15
      15      16      16      16      16      16      16      16      16      16
      16      16      16      16      16      16      16      20      20      20
      20      20      20      20      20      20      20      20      20      20
      20      20      20      21      21      21      21      21      21      21
      21      21      21      21      21      21      21      21      21      22
      22      22      22      22      22      22      22      22      22      22
      22      22      22      22      22      24      24      24      24      24
      24      24      24      24      24      24      24      24      24      24
      24      24      24      24      24      24      24      24      24      25
      25      25      25      26      26      26      26      26      26      26
      26      26      26      26      26      26      26      26      26      26
      26      26      26      26      26      26      26      27      27      27
      27      27      27      27      27      28      28      28      28      28
      28      28      28      28      28      28      28      28      28      28
      28      30      30      30      30      30      30      30      30      31
      31      31      31      31      31      31      31      31      31      31
      31      31      31      31      31      34      34      34      34      34
      34      34      34      34      34      34      34      34      34      34
      34      36      36      36      36      36      36      36      36      36
      36      36      36      36      36      36      36      37      37      37
      37      37      37      37      37      37      37      37      37      37
      37      37      37      38      38      38      38      38      38      38
      38      39      39      39      39      39      39      39      39      39
      39      39      39      39      39      39      39      40      40      40
      40      40      40      40      40      42      42      42      42      42
      42      42      42      43      43      43      43      43      43      43
      43      46      46      46      46      46      46      46      46      46
      46      46      46      46      46      46      46      48      48      48
      48      48      48      48      48      48      48      48      48      48
      48      48      48      48      48      48      48      49      49      49
      49      49      49      49      49      49      49      49      49      49
      49      49      49      52      52      52      52      52      52      52
      52      53      53      53      53      53      53      53      53      54
      54      54      54      54      54      54      54      54      54      54
      54      54      54      54      54      54      54      54      54      54
      54      54      54      54      54      54      54      54      54      54
      54      56      56      56      56      56      56      56      56      56
